,textID,text,selected_text,sentiment,class
4704,c5bed42662,"I told andrew that JT is going to cameo @ MTV movie awards. He said, 'he`s pissing me off.' guess they`re in a fight",he`s pissing me off.',negative,0
20709,8c0b45004d," look, no matter the ethnicity, women are something else!  fellas, can I get an amen? *dueces*","look, no matter the ethnicity, women are something else!  fellas, can I get an amen? *dueces*",neutral,1
26935,9bb2417f44, I saw the pic. You surely don`t look like Amisha Patel nor like a mum of one,I saw the pic. You surely don`t look like Amisha Patel nor like a mum of one,neutral,1
7059,4e90230366, cool and aww,cool and aww,positive,2
22467,41d2178a72,"Went for run, my sinuses are pissing me off",pissing,negative,0
15256,86fa730feb,Talk at you all lates!,Talk at you all lates!,neutral,1
21502,2c8306a852,#mikeywayday? Count me IN,Count me IN,neutral,1
4961,4391b14eae,10 25 Am Still waiting on the doc to come and break my water.,10 25 Am Still waiting on the doc to come and break my water.,neutral,1
12464,42bfc2c86f,"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",disappointed,negative,0
3361,79dc6a41f9,My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game,My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game,negative,0
21771,419119acc3,Friends! Come over and give me a massage  I can`t sleep.,Friends! Come over and give me a massage  I can`t sleep.,neutral,1
9227,55fbcbe660,When will Medhurst play again?,When will Medhurst play again?,neutral,1
22216,92cd56b103,Up earlier because of a stupid orthadontist appointment,stupid,negative,0
14974,fff17f71fe," Hey boys, do you wanna see my teeth? (**** it, twitter donï¿½t wanna change my picture)","Hey boys, do you wanna see my teeth?",neutral,1
16363,a5cc484f84,"had SUCH and AMAZING time last night, McFly were INCREDIBLE",AMAZING,positive,2
18103,5515e8165b, awww  ok lol hopefully by than im still here and not back over in the states,l hopefully,positive,2
7146,9206b39b02,talking to my BABE  he`s amazing,amazing,positive,2
4087,43334df129,haha wow there`s a song called `hit me on twitter` lmao. okay g`night,g`night,positive,2
570,df120c16ce, What are u going to do today my girl?,What are u going to do today my girl?,neutral,1
14291,a99538c82d," OMG, POOR Jack.  That happened to  `s dog one time. Hope he gets better soon.","OMG, POOR Jack.  That happened to  `s dog one time. Hope he gets better soon.",neutral,1
26199,ee8acd3de2, awww i`m sorry  what kind of fish did you have?,awww i`m sorry  what kind of fish did you have?,negative,0
16501,8c333e14a7,_ i know !  my BG looks emo now .! lol,_ i know !  my BG looks emo now .! lol,neutral,1
10387,f0b7a05584," Thanks for the heads up, Ethan. Watching it now",Thanks,positive,2
8576,f5dae9250d,"Going on 1,116 days still no new tattoo.","Going on 1,116 days still no new tattoo.",neutral,1
22789,e5115444f7,Man with a great sense of humour... Venky Pachad?,Man with a great sense of humour..,positive,2
25142,f70b62802b,Home with Maddie  I`m tired.. Goin` to bed afterwards,I`m tired..,negative,0
9127,059fe3eec4,Done With Exams...Now Focusing on Summer School...DAYUUMM Life`s Hard,DAYUUMM Life`s Hard,negative,0
2779,d769ea5758,"just got back from the pool, need to ice the knee","just got back from the pool, need to ice the knee",neutral,1
10963,a72de1b056, Kennedy was re-injured at RAW on Monday. He`s got s serious muscle issue in his back and a broken wrist.,re-injured at RAW on Monday. He`s got s serious muscle issue in his back and a broken wrist.,negative,0
27027,77cd6383a0, Bonjour.. Did you sleep well?,Bonjour.. Did you sleep well?,neutral,1
22522,af588f4eaa, I do have one coloured one on my leg.  Its a butterfly filled with colour!  x,I do have one coloured one on my leg.  Its a butterfly filled with colour!,neutral,1
4543,c9be2ed48a, omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho` asses down here,omfg  whyyyyyy not that sucks!!,negative,0
2904,a04c212559,"My boyfriend just broke his wrist, now he might need surgery  im so nervous",nervous,negative,0
0,cb774db0d1," I`d have responded, if I were going","I`d have responded, if I were going",neutral,1
17537,a0a6e32f0f,i am! lol its just i got used 2 talkin 2 ya..!,lol,positive,2
27477,4f4c4fc327," I`ve wondered about rake to.  The client has made it clear .NET only, don`t force devs to learn a new lang  #agile #ccnet",", don`t force",negative,0
13960,ce40804bf1," Woot freaking hoo, tho Mad World isn`t doing well on the iTunes top #100 chart.","Woot freaking hoo,",positive,2
16579,c4f3bed628,trying to get into the groove of studying  heeelllppppp meeeeeeee,trying to get into the groove of studying  heeelllppppp meeeeeeee,neutral,1
18225,ad59f9f17d," oh no, you`re gonna have to break up w/your ups guy when you move",break up,negative,0
26936,a41b4ae0e7, You never write back babe.... my feelings are hurt,my feelings are hurt,negative,0
24513,dc699cc0c1,"Praying for pressure on brain 2 subside, for brain seizures 2 stop & for tumors 2 go - Dan is comfortable but still has niggling cough","Praying for pressure on brain 2 subside, for brain seizures 2 stop & for tumors 2 go - Dan is comfortable but still has niggling cough",neutral,1
708,fd5b328f6d, I loved him and he was in a mini,I loved him,positive,2
23667,53dc40c5ef, LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it`s called 'Because I Said So',a good flick,positive,2
454,7a7228dc2e, Still jealous,Still jealous,negative,0
6877,f46c7b4865,"Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me","Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me",neutral,1
7942,df7dfc80bb," Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go 'eww, blood'.  Haha.","Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go 'eww, blood'.  Haha.",neutral,1
2751,70762d960b,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,is sad,negative,0
19273,987e476513,Happy Mothers Day Mum,Happy Mothers Day Mum,positive,2
22000,80de77311a, Do you think the bead crumb navigation will return to the new Fusion studios? I really miss that at the top of each item.,miss,negative,0
25470,dbc3276148,"Should have gone to bed ages ago, **** you tedtalks!  Gotta get up early too",**** you tedtalks!,negative,0
20873,b76a815c23, can we trade weather? it`s all gloomy today in la.,gloomy,negative,0
11439,2cb57ce050,got paid nowhere near as much as she thought she would,got paid nowhere near as much as she thought she would,neutral,1
1076,7a3840a246,Don`t follow your dreams; chase them.- Richard Dumb (who I think is very smart,who I think is very smart,positive,2
15544,a3cfe5a616,"_PingPong Oh, so no male strippers then?  LMAO","Oh, so no male strippers then?  LMAO",negative,0
6383,77325a1b7e, Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.,Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.,neutral,1
7271,8bf2931551,_pyee sure,_pyee sure,neutral,1
19060,ac29f09cc7,My best mate found out that I am moving. She doesn`t understand I wanna do something with my life; Leaving to go to Uni..,doesn`t understand,negative,0
13768,eed9542fb9,"Aww, no one`s on MSN","Aww, no one`s on MSN",neutral,1
10302,5fca665174,LOVES that lubbock is wet..its about time..no more strip runs,LOVES,positive,2
17162,4f9f948a3d,Ahhhhhh I got stitches  I seriously cant wait to go to the beach! SUMMER HURRY UP!!!!!!,I seriously cant wait to go to the beach!,positive,2
8631,1024862c1f,Still not asleep. Ahhh  Wtf?!,Wtf?,negative,0
21491,06cefeae5f,wow 2 months since i`ve been on twitter... supposed to go see Maat in PA but the James is sleepin,wow,positive,2
23975,2225e0fa43,"Jeff can`t get his visa in time to come visit me!    I`m so sad.  In other news, I`m going to Lapa tonight to samba the night away.",`m so sa,negative,0
8633,6c6692340f," I say the same about poems. When you are ready to write, 'nothing else matters' as a well known song tells us","I say the same about poems. When you are ready to write, 'nothing else matters' as a well known song tells us",neutral,1
2323,59baf4230b,I feel slightly sick now  #BGT,sick no,negative,0
12162,11c3aa8182,Weather is back to being great! Shame I have to wait in for my delivery,Weather is back to being great! Shame I have to wait in for my delivery,neutral,1
9860,2b12e30b49, and the grease drip pan doubles as a butter dish (in a pinch),and the grease drip pan doubles as a butter dish (in a pinch),neutral,1
15763,892c702906," Yep, I tolerate nothing in the facebook group",tolerate nothing,negative,0
6635,a8ea5e9a49, Have a great day..... if the rain keeps up I may go swimming instead of dining here,Have a great day.,positive,2
19042,e9f7e8c0a2,"I have a crush on this guy at my job, name is tyler and his eyes are blue and very mesmerizing and he is too cool. Nite",mesmerizing,positive,2
16981,f3bd26a6ff, what happened? I missed 4 hours of updates,what happened? I missed 4 hours of updates,neutral,1
12686,230d4cdf20, whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan,whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan,neutral,1
22552,b5e4ae34b8,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,negative,0
9646,114c455aa7, http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...,- I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna,positive,2
1202,605da579d0,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neutral,1
10606,a9dd5c8794,Had a great night! Tomorrow is mothers day,great,positive,2
20425,4ada6dda00,"Working from home today, my back is killing me  Doctor and then physio after later today.",killing me,negative,0
9828,7eda6f9535,OMG i havent been on twitter all day  going thru withdraws,OMG i havent been on twitter all day  going thru withdraws,neutral,1
23281,f94fce05ec, My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...,My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...,neutral,1
22073,353704b220,Luking for new background pic......,Luking for new background pic..,neutral,1
24008,d7da93248c,The computers and the Ethernet at school are so slow!,are so slow!,negative,0
21499,e9b334b7c2," Yes, actually there was some jam twitter traffic yesterday... But it can happen. Don`t worry",Don`t worry,positive,2
20546,ff82f0914f, that sounds interesting. wish my phone did java..,that sounds interesting. wish my phone did java..,neutral,1
26437,a38bc3f4f3,awww the wee gril in britains got talent,awww,positive,2
19524,137748f144,BIG NEWS?! But I don`t know if I can share it.,BIG NEWS?! But I don`t know if I can share it.,neutral,1
18402,66c07f97ef,"is predicting a heavyweight battle between Lakers and Cleveland on the Finals! Well, hopefully! *crosses his fingers*","Well, hopefully!",positive,2
10690,9db0b7aa5b,  I want to go to the pub. Boooo.,. Boooo,negative,0
27102,9bdc160669," No, but I missed you",missed,negative,0
8555,9b41b64443,"_dog Lucky you! it`s drizzling again. Mommy says the puddles are big enough 4 me to swim in, so no dog park today..",Lucky you!,positive,2
2587,ae2282aefe, NKOTB world is the best place to be,best,positive,2
6617,b54574470d,_carter It says the video is private,It says the video is private,neutral,1
20220,92ca5583bf,Off to England during the summer holidays this year.... yay!,yay!,positive,2
23951,b4a1194ebd, You`re a real ****. I`m gonna slap you in public.,You`re a real ****. I`m gonna slap you in public.,negative,0
17473,7990060b48,i wish the birthday massacre would come to australia  i think they said they`re thinking about it though!!,i wish the birthday massacre would come to australia,positive,2
6447,1a18efed96," I got my copy yesterday, too, although right now I`m digging into Scala, so can`t read it just yet...",can`t read it,negative,0
7134,5c879c9f2c,last night in newport,last night in newport,neutral,1
23936,468b447bba,Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying `game design`. Even better.,love,positive,2
